Team,Opponent Team,Date,Site,Incident,Time,VAR used,Decision,Referee,Descripcion
Arsenal,Newell's,2024-02-21,Monumental,Córner,4',Sí,Sin falta,Pitana,córner entre Arsenal y Newell's al minuto 4'
Arsenal,Independiente,2024-01-07,Nuevo Gasómetro,Penal,7',Sí,Roja,Rapallini,penal entre Arsenal y Independiente al minuto 7'
River Plate,Vélez,2024-01-24,Nuevo Gasómetro,Mano,56',Sí,Amarilla,Rapallini,mano entre River Plate y Vélez al minuto 56'
Argentinos,Vélez,2024-03-21,La Bombonera,Mano,10',Sí,Gol,Espinoza,mano entre Argentinos y Vélez al minuto 10'
Godoy Cruz,Gimnasia,2024-07-23,Nuevo Gasómetro,Codazo,35',Sí,Tiro libre,Tello,codazo entre Godoy Cruz y Gimnasia al minuto 35'
Platense,Banfield,2024-12-07,Nuevo Gasómetro,Gol,80',Sí,Penal,Dovalo,gol entre Platense y Banfield al minuto 80'
Newell's,Arsenal,2024-08-24,Cilindro,Entrada violenta,40',Sí,No gol,Abal,entrada violenta entre Newell's y Arsenal al minuto 40'
Newell's,Sarmiento,2024-05-25,La Bombonera,Sujeción,73',Sí,No gol,Tello,sujeción entre Newell's y Sarmiento al minuto 73'
Vélez,Colón,2024-06-21,La Bombonera,Córner,4',Sí,No gol,Rapallini,córner entre Vélez y Colón al minuto 4'
Argentinos,Banfield,2024-09-25,Cilindro,Entrada violenta,70',Sí,Sin falta,Abal,entrada violenta entre Argentinos y Banfield al minuto 70'
Huracán,Lanús,2024-05-27,Cilindro,Penal,70',Sí,Roja,Merlos,penal entre Huracán y Lanús al minuto 70'
Godoy Cruz,Boca Juniors,2024-08-13,Libertadores de América,Codazo,13',Sí,Roja,Dovalo,codazo entre Godoy Cruz y Boca Juniors al minuto 13'
Lanús,Independiente,2024-03-22,Monumental,Sujeción,22',Sí,Gol,Echenique,sujeción entre Lanús y Independiente al minuto 22'
Independiente,Arsenal,2024-03-03,Libertadores de América,Penal,55',Sí,Gol,Baliño,penal entre Independiente y Arsenal al minuto 55'
Banfield,Talleres,2024-08-17,Nuevo Gasómetro,Falta,74',Sí,Gol,Rapallini,falta entre Banfield y Talleres al minuto 74'
Independiente,Godoy Cruz,2024-05-13,Libertadores de América,Gol,15',Sí,No gol,Espinoza,gol entre Independiente y Godoy Cruz al minuto 15'
Arsenal,Newell's,2024-02-27,Nuevo Gasómetro,Codazo,1',Sí,Gol,Merlos,codazo entre Arsenal y Newell's al minuto 1'
Newell's,Arsenal,2024-11-24,Nuevo Gasómetro,Entrada violenta,78',Sí,Tiro libre,Pitana,entrada violenta entre Newell's y Arsenal al minuto 78'
Estudiantes,Sarmiento,2024-12-03,Cilindro,Gol,50',Sí,Gol,Loustau,gol entre Estudiantes y Sarmiento al minuto 50'
Sarmiento,Independiente,2024-03-14,Libertadores de América,Simulación,59',Sí,Gol,Baliño,simulación entre Sarmiento y Independiente al minuto 59'
Racing,Sarmiento,2024-02-23,Monumental,Penal,50',Sí,Penal,Echenique,penal entre Racing y Sarmiento al minuto 50'
San Lorenzo,Estudiantes,2024-07-24,Libertadores de América,Gol,15',Sí,No gol,Tello,gol entre San Lorenzo y Estudiantes al minuto 15'
Argentinos,River Plate,2024-12-16,Libertadores de América,Falta,82',Sí,Penal,Tello,falta entre Argentinos y River Plate al minuto 82'
Gimnasia,Sarmiento,2024-06-12,Cilindro,Mano,4',Sí,Amarilla,Loustau,mano entre Gimnasia y Sarmiento al minuto 4'
Banfield,Arsenal,2024-11-14,Nuevo Gasómetro,Gol,13',Sí,Sin falta,Pitana,gol entre Banfield y Arsenal al minuto 13'
Platense,Lanús,2024-06-06,Cilindro,Córner,3',Sí,Sin falta,Baliño,córner entre Platense y Lanús al minuto 3'
Rosario Central,Banfield,2024-02-21,Nuevo Gasómetro,Falta,55',Sí,Sin falta,Pitana,falta entre Rosario Central y Banfield al minuto 55'
Godoy Cruz,Racing,2024-12-14,Cilindro,Offside,12',Sí,Roja,Pitana,offside entre Godoy Cruz y Racing al minuto 12'
Arsenal,Estudiantes,2024-02-17,La Bombonera,Mano,8',Sí,No gol,Merlos,mano entre Arsenal y Estudiantes al minuto 8'
Arsenal,Racing,2024-02-25,La Bombonera,Sujeción,45',Sí,Gol,Loustau,sujeción entre Arsenal y Racing al minuto 45'
Estudiantes,Rosario Central,2024-06-21,Monumental,Córner,81',Sí,Gol,Merlos,córner entre Estudiantes y Rosario Central al minuto 81'
Boca Juniors,Argentinos,2024-02-24,Monumental,Codazo,59',Sí,Gol,Rapallini,codazo entre Boca Juniors y Argentinos al minuto 59'
Newell's,Boca Juniors,2024-05-24,Monumental,Offside,33',Sí,Penal,Dovalo,offside entre Newell's y Boca Juniors al minuto 33'
Arsenal,Boca Juniors,2024-09-19,Monumental,Simulación,4',Sí,Sin falta,Loustau,simulación entre Arsenal y Boca Juniors al minuto 4'
River Plate,Banfield,2024-03-03,La Bombonera,Penal,39',Sí,Roja,Loustau,penal entre River Plate y Banfield al minuto 39'
Independiente,Godoy Cruz,2024-05-24,Monumental,Offside,86',Sí,No gol,Dovalo,offside entre Independiente y Godoy Cruz al minuto 86'
Independiente,Huracán,2024-04-28,Monumental,Falta,30',Sí,Sin falta,Echenique,falta entre Independiente y Huracán al minuto 30'
River Plate,Vélez,2024-08-01,Cilindro,Córner,65',Sí,Penal,Merlos,córner entre River Plate y Vélez al minuto 65'
Boca Juniors,Independiente,2024-10-15,Monumental,Codazo,72',Sí,Sin falta,Loustau,codazo entre Boca Juniors y Independiente al minuto 72'
Lanús,Platense,2024-09-19,Monumental,Mano,18',Sí,Penal,Baliño,mano entre Lanús y Platense al minuto 18'
Boca Juniors,Lanús,2024-05-22,Monumental,Sujeción,25',Sí,Roja,Abal,sujeción entre Boca Juniors y Lanús al minuto 25'
River Plate,Banfield,2024-07-27,Nuevo Gasómetro,Offside,33',Sí,Gol,Echenique,offside entre River Plate y Banfield al minuto 33'
San Lorenzo,Racing,2024-09-08,Cilindro,Córner,49',Sí,Penal,Echenique,córner entre San Lorenzo y Racing al minuto 49'
River Plate,Rosario Central,2024-04-24,Monumental,Codazo,34',Sí,Sin falta,Echenique,codazo entre River Plate y Rosario Central al minuto 34'
Platense,Newell's,2024-06-11,Monumental,Codazo,71',Sí,No gol,Merlos,codazo entre Platense y Newell's al minuto 71'
Colón,Talleres,2024-11-24,Nuevo Gasómetro,Codazo,75',Sí,Penal,Echenique,codazo entre Colón y Talleres al minuto 75'
Talleres,Newell's,2024-03-24,Monumental,Entrada violenta,45',Sí,Roja,Abal,entrada violenta entre Talleres y Newell's al minuto 45'
Racing,Huracán,2024-12-13,La Bombonera,Codazo,9',Sí,Penal,Abal,codazo entre Racing y Huracán al minuto 9'
Vélez,Sarmiento,2024-07-21,Monumental,Sujeción,7',Sí,Tiro libre,Tello,sujeción entre Vélez y Sarmiento al minuto 7'
Vélez,Sarmiento,2024-10-28,Monumental,Codazo,48',Sí,Sin falta,Dovalo,codazo entre Vélez y Sarmiento al minuto 48'
Platense,Lanús,2024-11-07,Monumental,Simulación,86',Sí,Penal,Tello,simulación entre Platense y Lanús al minuto 86'
Huracán,San Lorenzo,2024-08-12,Libertadores de América,Gol,48',Sí,Amarilla,Loustau,gol entre Huracán y San Lorenzo al minuto 48'
Newell's,Sarmiento,2024-12-05,Monumental,Mano,74',Sí,Gol,Loustau,mano entre Newell's y Sarmiento al minuto 74'
Rosario Central,Vélez,2024-05-21,Cilindro,Simulación,62',Sí,Tiro libre,Merlos,simulación entre Rosario Central y Vélez al minuto 62'
Argentinos,Boca Juniors,2024-10-07,La Bombonera,Sujeción,14',Sí,Sin falta,Baliño,sujeción entre Argentinos y Boca Juniors al minuto 14'
Godoy Cruz,Platense,2024-12-02,Monumental,Codazo,73',Sí,Amarilla,Baliño,codazo entre Godoy Cruz y Platense al minuto 73'
Estudiantes,Banfield,2024-09-12,La Bombonera,Mano,28',Sí,Penal,Merlos,mano entre Estudiantes y Banfield al minuto 28'
Colón,Rosario Central,2024-06-18,Cilindro,Entrada violenta,42',Sí,Tiro libre,Pitana,entrada violenta entre Colón y Rosario Central al minuto 42'
Independiente,Argentinos,2024-11-04,La Bombonera,Simulación,76',Sí,Penal,Dovalo,simulación entre Independiente y Argentinos al minuto 76'
Estudiantes,Independiente,2024-07-10,Cilindro,Codazo,63',Sí,Penal,Tello,codazo entre Estudiantes y Independiente al minuto 63'
Godoy Cruz,Colón,2024-11-23,La Bombonera,Codazo,11',Sí,Sin falta,Rapallini,codazo entre Godoy Cruz y Colón al minuto 11'
Talleres,River Plate,2024-03-26,Monumental,Simulación,54',Sí,Tiro libre,Echenique,simulación entre Talleres y River Plate al minuto 54'
River Plate,Racing,2024-11-05,Nuevo Gasómetro,Entrada violenta,69',Sí,Tiro libre,Dovalo,entrada violenta entre River Plate y Racing al minuto 69'
Colón,River Plate,2024-05-05,La Bombonera,Codazo,28',Sí,Penal,Rapallini,codazo entre Colón y River Plate al minuto 28'
Colón,Talleres,2024-10-27,La Bombonera,Mano,63',Sí,No gol,Echenique,mano entre Colón y Talleres al minuto 63'
Banfield,Vélez,2024-12-05,Nuevo Gasómetro,Penal,14',Sí,Sin falta,Pitana,penal entre Banfield y Vélez al minuto 14'
Boca Juniors,Arsenal,2024-04-06,Cilindro,Sujeción,52',Sí,Sin falta,Pitana,sujeción entre Boca Juniors y Arsenal al minuto 52'
Platense,Banfield,2024-02-19,La Bombonera,Gol,48',Sí,Amarilla,Tello,gol entre Platense y Banfield al minuto 48'
Gimnasia,Huracán,2024-05-20,Libertadores de América,Entrada violenta,88',Sí,Tiro libre,Baliño,entrada violenta entre Gimnasia y Huracán al minuto 88'
Newell's,Independiente,2024-09-07,Monumental,Codazo,35',Sí,Roja,Loustau,codazo entre Newell's y Independiente al minuto 35'
Rosario Central,Racing,2024-03-26,Monumental,Córner,44',Sí,Sin falta,Merlos,córner entre Rosario Central y Racing al minuto 44'
Godoy Cruz,Banfield,2024-10-11,Nuevo Gasómetro,Codazo,51',Sí,Tiro libre,Abal,codazo entre Godoy Cruz y Banfield al minuto 51'
River Plate,San Lorenzo,2024-05-24,La Bombonera,Córner,10',Sí,Sin falta,Loustau,córner entre River Plate y San Lorenzo al minuto 10'
Lanús,Sarmiento,2024-12-15,Cilindro,Offside,48',Sí,Amarilla,Abal,offside entre Lanús y Sarmiento al minuto 48'
Estudiantes,Lanús,2024-10-10,Monumental,Gol,56',Sí,Penal,Baliño,gol entre Estudiantes y Lanús al minuto 56'
Godoy Cruz,Banfield,2024-09-17,Libertadores de América,Sujeción,20',Sí,No gol,Tello,sujeción entre Godoy Cruz y Banfield al minuto 20'
Argentinos,Arsenal,2024-01-08,Cilindro,Mano,58',Sí,No gol,Baliño,mano entre Argentinos y Arsenal al minuto 58'
Sarmiento,Gimnasia,2024-04-16,Nuevo Gasómetro,Falta,6',Sí,No gol,Dovalo,falta entre Sarmiento y Gimnasia al minuto 6'
Platense,Huracán,2024-01-26,Monumental,Penal,90',Sí,Gol,Abal,penal entre Platense y Huracán al minuto 90'
Colón,Huracán,2024-12-19,Cilindro,Gol,83',Sí,Gol,Merlos,gol entre Colón y Huracán al minuto 83'
Huracán,Talleres,2024-05-20,Libertadores de América,Gol,8',Sí,No gol,Loustau,gol entre Huracán y Talleres al minuto 8'
Newell's,Argentinos,2024-08-16,Libertadores de América,Córner,64',Sí,Sin falta,Echenique,córner entre Newell's y Argentinos al minuto 64'
River Plate,San Lorenzo,2024-07-17,Libertadores de América,Penal,61',Sí,Amarilla,Loustau,penal entre River Plate y San Lorenzo al minuto 61'
Platense,Banfield,2024-04-21,Cilindro,Gol,59',Sí,Penal,Rapallini,gol entre Platense y Banfield al minuto 59'
Rosario Central,Racing,2024-11-03,Cilindro,Codazo,58',Sí,Gol,Echenique,codazo entre Rosario Central y Racing al minuto 58'
Independiente,Godoy Cruz,2024-09-10,Nuevo Gasómetro,Mano,16',Sí,Amarilla,Dovalo,mano entre Independiente y Godoy Cruz al minuto 16'
Vélez,Platense,2024-12-20,Monumental,Córner,48',Sí,Amarilla,Merlos,córner entre Vélez y Platense al minuto 48'
Rosario Central,Racing,2024-12-13,Monumental,Sujeción,26',Sí,Roja,Rapallini,sujeción entre Rosario Central y Racing al minuto 26'
Newell's,Independiente,2024-03-15,La Bombonera,Penal,75',Sí,Tiro libre,Loustau,penal entre Newell's y Independiente al minuto 75'
Estudiantes,River Plate,2024-01-26,Monumental,Sujeción,27',Sí,Tiro libre,Pitana,sujeción entre Estudiantes y River Plate al minuto 27'
River Plate,Huracán,2024-08-07,La Bombonera,Mano,45',Sí,Amarilla,Rapallini,mano entre River Plate y Huracán al minuto 45'
Argentinos,Gimnasia,2024-10-20,Libertadores de América,Gol,17',Sí,Amarilla,Pitana,gol entre Argentinos y Gimnasia al minuto 17'
Sarmiento,Arsenal,2024-09-24,Nuevo Gasómetro,Entrada violenta,43',Sí,Amarilla,Pitana,entrada violenta entre Sarmiento y Arsenal al minuto 43'
Sarmiento,Banfield,2024-10-14,Cilindro,Entrada violenta,87',Sí,Tiro libre,Loustau,entrada violenta entre Sarmiento y Banfield al minuto 87'
Independiente,Banfield,2024-08-09,Libertadores de América,Sujeción,34',Sí,Amarilla,Tello,sujeción entre Independiente y Banfield al minuto 34'
Platense,Rosario Central,2024-11-11,Cilindro,Offside,89',Sí,Gol,Rapallini,offside entre Platense y Rosario Central al minuto 89'
Arsenal,Platense,2024-04-25,Libertadores de América,Simulación,65',Sí,No gol,Echenique,simulación entre Arsenal y Platense al minuto 65'
Godoy Cruz,Rosario Central,2024-05-14,Monumental,Mano,41',Sí,Tiro libre,Loustau,mano entre Godoy Cruz y Rosario Central al minuto 41'
Argentinos,Talleres,2024-02-14,Cilindro,Entrada violenta,22',Sí,Roja,Dovalo,entrada violenta entre Argentinos y Talleres al minuto 22'
Boca Juniors,Colón,2024-09-10,La Bombonera,Codazo,3',Sí,Amarilla,Baliño,codazo entre Boca Juniors y Colón al minuto 3'
Newell's,River Plate,2024-11-12,Cilindro,Offside,4',Sí,Sin falta,Abal,offside entre Newell's y River Plate al minuto 4'
Estudiantes,Rosario Central,2024-05-08,Libertadores de América,Gol,8',Sí,No gol,Tello,gol entre Estudiantes y Rosario Central al minuto 8'
Estudiantes,River Plate,2024-08-08,La Bombonera,Gol,3',Sí,Tiro libre,Rapallini,gol entre Estudiantes y River Plate al minuto 3'
Lanús,Godoy Cruz,2024-03-10,Monumental,Falta,19',Sí,Gol,Baliño,falta entre Lanús y Godoy Cruz al minuto 19'
Newell's,River Plate,2024-05-17,Nuevo Gasómetro,Entrada violenta,14',Sí,Gol,Pitana,entrada violenta entre Newell's y River Plate al minuto 14'
Racing,San Lorenzo,2024-09-23,Nuevo Gasómetro,Simulación,4',Sí,Sin falta,Rapallini,simulación entre Racing y San Lorenzo al minuto 4'
Banfield,Talleres,2024-12-05,Monumental,Penal,46',Sí,Sin falta,Espinoza,penal entre Banfield y Talleres al minuto 46'
Colón,Argentinos,2024-07-05,Cilindro,Penal,78',Sí,Amarilla,Rapallini,penal entre Colón y Argentinos al minuto 78'
Rosario Central,Huracán,2024-07-13,Nuevo Gasómetro,Entrada violenta,62',Sí,Sin falta,Echenique,entrada violenta entre Rosario Central y Huracán al minuto 62'
Rosario Central,Sarmiento,2024-12-05,Libertadores de América,Gol,56',Sí,No gol,Dovalo,gol entre Rosario Central y Sarmiento al minuto 56'
Boca Juniors,Argentinos,2024-08-28,La Bombonera,Córner,34',Sí,No gol,Espinoza,córner entre Boca Juniors y Argentinos al minuto 34'
Colón,Vélez,2024-12-20,Libertadores de América,Falta,34',Sí,Gol,Baliño,falta entre Colón y Vélez al minuto 34'
Sarmiento,Estudiantes,2024-11-12,Nuevo Gasómetro,Simulación,74',Sí,No gol,Merlos,simulación entre Sarmiento y Estudiantes al minuto 74'
Arsenal,River Plate,2024-04-01,Libertadores de América,Gol,69',Sí,Amarilla,Abal,gol entre Arsenal y River Plate al minuto 69'
Talleres,Huracán,2024-06-01,Libertadores de América,Sujeción,6',Sí,Amarilla,Pitana,sujeción entre Talleres y Huracán al minuto 6'
Gimnasia,Arsenal,2024-11-25,Monumental,Córner,27',Sí,Gol,Dovalo,córner entre Gimnasia y Arsenal al minuto 27'
Rosario Central,Boca Juniors,2024-03-05,Cilindro,Córner,5',Sí,Amarilla,Rapallini,córner entre Rosario Central y Boca Juniors al minuto 5'
Vélez,Lanús,2024-12-11,Nuevo Gasómetro,Entrada violenta,45',Sí,Tiro libre,Loustau,entrada violenta entre Vélez y Lanús al minuto 45'
Independiente,Estudiantes,2024-04-20,Monumental,Offside,36',Sí,No gol,Echenique,offside entre Independiente y Estudiantes al minuto 36'
Talleres,Colón,2024-01-26,Nuevo Gasómetro,Entrada violenta,87',Sí,Sin falta,Rapallini,entrada violenta entre Talleres y Colón al minuto 87'
Godoy Cruz,San Lorenzo,2024-05-03,La Bombonera,Sujeción,58',Sí,Amarilla,Pitana,sujeción entre Godoy Cruz y San Lorenzo al minuto 58'
Colón,Rosario Central,2024-09-01,Libertadores de América,Falta,29',Sí,Sin falta,Dovalo,falta entre Colón y Rosario Central al minuto 29'
Huracán,Argentinos,2024-10-16,Cilindro,Simulación,8',Sí,Gol,Echenique,simulación entre Huracán y Argentinos al minuto 8'
Huracán,Arsenal,2024-01-01,Cilindro,Mano,63',Sí,Roja,Loustau,mano entre Huracán y Arsenal al minuto 63'
San Lorenzo,Godoy Cruz,2024-09-15,Libertadores de América,Gol,33',Sí,Gol,Tello,gol entre San Lorenzo y Godoy Cruz al minuto 33'
Colón,Talleres,2024-06-27,Monumental,Sujeción,53',Sí,No gol,Merlos,sujeción entre Colón y Talleres al minuto 53'
Vélez,Lanús,2024-04-15,La Bombonera,Falta,85',Sí,Sin falta,Pitana,falta entre Vélez y Lanús al minuto 85'
Gimnasia,River Plate,2024-09-28,Nuevo Gasómetro,Entrada violenta,73',Sí,No gol,Espinoza,entrada violenta entre Gimnasia y River Plate al minuto 73'
Lanús,Talleres,2024-05-24,Nuevo Gasómetro,Gol,75',Sí,Tiro libre,Dovalo,gol entre Lanús y Talleres al minuto 75'
Argentinos,Gimnasia,2024-06-08,Monumental,Falta,71',Sí,Tiro libre,Baliño,falta entre Argentinos y Gimnasia al minuto 71'
River Plate,Racing,2024-07-21,Monumental,Penal,14',Sí,No gol,Echenique,penal entre River Plate y Racing al minuto 14'
Argentinos,Newell's,2024-12-07,Monumental,Sujeción,70',Sí,Penal,Abal,sujeción entre Argentinos y Newell's al minuto 70'
Racing,Boca Juniors,2024-12-07,Monumental,Simulación,11',Sí,Sin falta,Abal,simulación entre Racing y Boca Juniors al minuto 11'
Newell's,Gimnasia,2024-12-15,La Bombonera,Córner,52',Sí,Roja,Loustau,córner entre Newell's y Gimnasia al minuto 52'
Lanús,Platense,2024-07-17,Cilindro,Offside,70',Sí,No gol,Merlos,offside entre Lanús y Platense al minuto 70'
Rosario Central,Vélez,2024-03-04,Nuevo Gasómetro,Mano,17',Sí,Sin falta,Baliño,mano entre Rosario Central y Vélez al minuto 17'
Newell's,Racing,2024-06-07,La Bombonera,Codazo,5',Sí,Penal,Dovalo,codazo entre Newell's y Racing al minuto 5'
River Plate,Banfield,2024-06-24,Nuevo Gasómetro,Sujeción,57',Sí,Sin falta,Baliño,sujeción entre River Plate y Banfield al minuto 57'
Rosario Central,Talleres,2024-05-16,Cilindro,Offside,47',Sí,Amarilla,Loustau,offside entre Rosario Central y Talleres al minuto 47'
Huracán,Rosario Central,2024-05-17,Nuevo Gasómetro,Simulación,67',Sí,Gol,Merlos,simulación entre Huracán y Rosario Central al minuto 67'
Lanús,Arsenal,2024-10-27,Cilindro,Entrada violenta,32',Sí,Sin falta,Espinoza,entrada violenta entre Lanús y Arsenal al minuto 32'
Godoy Cruz,Estudiantes,2024-10-06,La Bombonera,Penal,89',Sí,Penal,Dovalo,penal entre Godoy Cruz y Estudiantes al minuto 89'
River Plate,Huracán,2024-10-16,Libertadores de América,Córner,41',Sí,Sin falta,Echenique,córner entre River Plate y Huracán al minuto 41'
Boca Juniors,Godoy Cruz,2024-11-12,Cilindro,Simulación,43',Sí,No gol,Rapallini,simulación entre Boca Juniors y Godoy Cruz al minuto 43'
Lanús,San Lorenzo,2024-10-12,Nuevo Gasómetro,Gol,15',Sí,Roja,Abal,gol entre Lanús y San Lorenzo al minuto 15'
River Plate,Banfield,2024-04-10,La Bombonera,Sujeción,43',Sí,Amarilla,Tello,sujeción entre River Plate y Banfield al minuto 43'
Lanús,River Plate,2024-06-17,Cilindro,Codazo,45',Sí,Penal,Espinoza,codazo entre Lanús y River Plate al minuto 45'
Independiente,Sarmiento,2024-10-08,Cilindro,Penal,59',Sí,Gol,Pitana,penal entre Independiente y Sarmiento al minuto 59'
Racing,Boca Juniors,2024-04-14,Libertadores de América,Gol,38',Sí,Penal,Rapallini,gol entre Racing y Boca Juniors al minuto 38'
Vélez,Estudiantes,2024-06-20,Cilindro,Penal,66',Sí,Penal,Pitana,penal entre Vélez y Estudiantes al minuto 66'
Gimnasia,Talleres,2024-09-19,Cilindro,Entrada violenta,85',Sí,Amarilla,Rapallini,entrada violenta entre Gimnasia y Talleres al minuto 85'
Platense,Rosario Central,2024-04-28,Cilindro,Falta,52',Sí,Gol,Dovalo,falta entre Platense y Rosario Central al minuto 52'
Newell's,Huracán,2024-01-13,Monumental,Mano,26',Sí,No gol,Merlos,mano entre Newell's y Huracán al minuto 26'
Racing,San Lorenzo,2024-10-15,Cilindro,Córner,73',Sí,Amarilla,Pitana,córner entre Racing y San Lorenzo al minuto 73'
Godoy Cruz,Talleres,2024-07-11,Cilindro,Offside,30',Sí,Roja,Dovalo,offside entre Godoy Cruz y Talleres al minuto 30'
Platense,Huracán,2024-04-03,Nuevo Gasómetro,Simulación,1',Sí,Penal,Espinoza,simulación entre Platense y Huracán al minuto 1'
